Client ID,Name,Age,Occupation,Nationality,GenderId,Properties Owned,Fee StructureId,Loyalty ClassificationId
IND36682,Terry Lee,24,Biostatistician II,European,1,2,1,1
IND52986,Virginia Edwards,27,Compensation Analyst,Asian,2,0,1,4
IND61440,Eric Jordan,47,Design Engineer,European,2,3,1,1
IND99015,Willie Garcia,81,Programmer Analyst II,European,2,0,1,1
IND54373,Carlos Marshall,34,Financial Advisor,American,1,2,1,4
IND87901,Justin Alvarez,25,Programmer III,Australian,2,2,1,1
IND64411,Shirley Olson,53,Administrative Officer,African,1,2,2,1
IND51179,Gloria Hall,83,Associate Professor,European,1,2,1,4
IND74150,Joshua Porter,58,Database Administrator II,European,1,0,2,1
IND71806,Evelyn Davis,26,Account Representative IV,Asian,2,0,2,2
IND92305,Arthur Vasquez,60,Human Resources Manager,African,2,3,1,2
IND50530,Eugene Myers,51,Web Developer III,Australian,1,1,2,1
IND23766,Denise Campbell,75,Cost Accountant,African,2,3,2,3
IND51999,Justin Murphy,22,VP Accounting,Asian,1,0,2,1
IND74286,Pamela Nichols,80,Project Manager,Asian,1,0,3,2
IND96410,Debra Montgomery,51,Technical Writer,Asian,2,0,2,4
IND19975,Judy Myers,47,Software Engineer II,American,2,1,3,4
IND33502,Brandon Harris,68,VP Sales,European,2,0,2,1
IND66341,Bobby Watkins,75,Web Designer IV,European,2,2,1,3
IND70050,Ralph Sullivan,33,Statistician II,Asian,2,3,2,1
IND96601,Heather Patterson,78,Recruiter,European,2,1,1,4
IND95215,Irene Willis,62,Administrative Assistant III,European,1,2,2,2
IND77741,Gerald Richards,57,Database Administrator II,European,2,0,1,4
IND80280,Tammy Brooks,68,Assistant Media Planner,European,2,1,1,1
IND41934,Dennis Baker,45,Statistician IV,Asian,1,2,1,1
IND90650,Irene Reynolds,32,Engineer III,Asian,1,2,2,1
IND94273,Eric Castillo,74,Media Manager III,European,1,0,1,4
IND44029,Matthew Rodriguez,52,Structural Analysis Engineer,Asian,1,0,2,1
IND45063,Eric Reynolds,75,Executive Secretary,European,2,1,1,3
IND70183,Jesse Lane,82,Operator,European,1,0,2,1
IND35875,Joe Freeman,72,Media Manager III,American,2,0,1,4
IND75766,Willie Wagner,47,Nurse Practicioner,European,1,1,2,1
IND52274,Jesse Peterson,72,Account Representative I,European,2,0,2,4
IND25512,Arthur Snyder,23,VP Quality Control,African,1,0,2,4
IND85958,Gary Hunt,52,Research Associate,Australian,2,3,1,1
IND24266,Jack Spencer,20,Payment Adjustment Coordinator,Asian,1,1,1,1
IND19846,Lois Griffin,18,Recruiting Manager,European,2,2,2,2
IND93267,Clarence Chavez,52,Engineer III,American,1,0,3,1
IND80594,Ann Hernandez,36,Developer IV,Australian,2,3,1,2
IND80690,Joe Mason,82,Software Test Engineer III,European,2,2,1,1
IND13801,Ashley Coleman,19,Product Engineer,European,1,2,1,1
IND80847,Brandon Tucker,63,Geologist IV,European,2,1,1,4
IND56469,Peter Sanchez,51,Executive Secretary,European,2,1,1,1
IND96719,Robin Woods,50,Database Administrator I,Australian,2,3,1,1
IND69161,Ronald Turner,20,Biostatistician II,European,2,0,2,3
IND63563,Jacqueline Jacobs,85,Product Engineer,European,2,2,2,3
IND33616,Aaron Vasquez,63,Senior Cost Accountant,European,2,3,2,4
IND61446,Lisa Fernandez,69,Statistician II,European,2,0,2,4
IND71063,Jennifer Cox,22,Software Engineer I,African,2,1,1,4
IND41653,Christopher Reynolds,50,Speech Pathologist,European,2,3,1,1
IND82371,Terry Black,60,Research Assistant II,Australian,2,0,1,1
IND75420,Janice Gray,73,Legal Assistant,African,1,1,1,1
IND95008,Clarence Murray,43,Web Developer IV,American,1,1,1,1
IND56438,Jane Reynolds,52,Product Engineer,European,2,1,3,3
IND62378,Christina Hunt,23,Media Manager IV,American,1,2,1,4
IND84180,Nancy Mitchell,20,VP Accounting,Asian,2,2,2,3
IND69349,Benjamin Garza,17,Media Manager IV,Asian,2,0,2,3
IND65968,Roy Hughes,77,Graphic Designer,American,1,1,1,1
IND83086,Arthur Duncan,46,Database Administrator III,American,1,0,2,4
IND70927,Donald Hanson,83,Web Designer III,European,1,1,1,1
IND71808,Mary Johnston,72,Programmer Analyst IV,Asian,1,0,2,2
IND17448,George Fowler,31,Recruiting Manager,European,2,1,3,1
IND24125,Scott Mitchell,61,Staff Scientist,Asian,1,2,1,1
IND96154,Joan Ortiz,22,Assistant Professor,European,1,2,1,1
IND35689,Cheryl Garrett,48,Geologist I,Australian,1,2,1,3
IND28975,Nicholas Watkins,47,Accountant III,American,2,1,2,1
IND39526,Tammy Kim,61,Registered Nurse,Asian,1,0,1,1
IND96775,Larry Brooks,30,Desktop Support Technician,European,2,3,1,2
IND90131,Stephen Carr,81,Systems Administrator IV,Asian,1,1,1,1
IND68422,Alan Taylor,67,Systems Administrator II,European,2,1,1,3
IND34367,Johnny Richardson,72,Human Resources Assistant IV,Australian,2,3,2,1
IND56930,Arthur Sullivan,71,Media Manager I,European,2,1,1,1
IND47675,Walter Arnold,25,Database Administrator IV,European,1,1,1,3
IND91448,Roger Hernandez,51,Software Engineer III,Asian,2,0,1,1
IND37820,Harry Martin,65,Help Desk Operator,American,1,1,1,1
IND25754,Ruth Bailey,67,Automation Specialist III,European,2,1,3,3
IND50610,Howard Stephens,65,Occupational Therapist,American,1,1,1,1
IND26467,Thomas Welch,70,Statistician IV,Asian,2,0,2,1
IND73333,Gary Ellis,23,Safety Technician II,Asian,2,0,2,4
IND69547,Terry Ray,34,Accountant IV,American,1,1,1,3
IND14819,Mark Ward,38,Automation Specialist IV,Asian,1,1,2,1
IND43846,Carol Freeman,65,GIS Technical Architect,European,1,1,1,4
IND50683,Gregory Mason,34,Professor,European,2,1,3,1
IND70906,Paul Armstrong,26,Media Manager IV,European,2,3,3,4
IND57481,Clarence Sullivan,79,Sales Associate,European,1,3,1,1
IND59872,Keith Ray,52,Web Designer III,Asian,1,0,1,2
IND29699,Roy Lee,45,Statistician III,European,2,2,3,1
IND74437,Matthew GoPKRalez,28,Senior Developer,European,1,0,1,1
IND72103,Norma Washington,44,Dental Hygienist,Asian,2,2,2,4
IND49677,Thomas Peters,46,Web Designer II,American,1,1,2,3
IND68590,Larry Baker,60,Web Developer IV,Asian,1,2,3,1
IND42163,Cynthia Wheeler,76,Budget/Accounting Analyst III,American,2,0,2,4
IND25041,Lillian Jackson,59,Media Manager IV,Australian,2,3,2,1
IND32204,Lori Marshall,27,Structural Engineer,Asian,2,1,1,1
IND94129,Jerry Rogers,62,Payment Adjustment Coordinator,European,2,1,2,2
IND68054,Roy Armstrong,44,Human Resources Manager,European,1,1,2,1
IND98980,Alan Wheeler,39,Design Engineer,European,2,0,2,1
IND77041,Teresa Kennedy,39,Administrative Officer,Australian,2,2,1,2
IND56058,Charles Banks,43,Automation Specialist I,European,2,2,1,1
IND89708,David Howell,71,Payment Adjustment Coordinator,European,2,1,1,3
IND71190,Wayne Baker,69,Research Assistant III,European,1,0,1,3
IND70757,Benjamin Wheeler,46,Systems Administrator I,Asian,1,2,2,1
IND15919,Ann Harper,28,Human Resources Manager,European,1,3,2,3
IND59154,Susan Webb,45,Web Developer II,European,1,0,1,1
IND25459,Lawrence Powell,26,VP Accounting,Asian,2,0,1,2
IND29817,Anna Holmes,72,Civil Engineer,European,1,1,2,1
IND82819,Sean Larson,69,Research Assistant II,American,1,0,1,1
IND48072,Jacqueline Thompson,62,Media Manager II,Asian,1,1,1,1
IND36436,Laura Griffin,59,Payment Adjustment Coordinator,European,1,2,1,1
IND85558,William Hernandez,20,Junior Executive,European,1,1,1,1
IND21262,Irene Wood,32,Senior Financial Analyst,Asian,1,0,1,1
IND25060,Kevin Cole,76,Account Executive,American,2,2,3,1
IND50748,Jeffrey Martin,45,VP Quality Control,European,1,1,2,4
IND53747,Ashley Howell,55,Software Engineer II,European,1,3,1,4
IND17734,Mary Peters,33,Project Manager,European,1,1,1,4
IND92033,Phillip Collins,58,Statistician II,European,2,2,2,3
IND52344,Steven Greene,33,Sales Associate,Asian,2,0,2,1
IND75455,Juan Garcia,38,Programmer Analyst II,Asian,2,3,3,4
IND69891,Michael Murphy,56,Senior Financial Analyst,European,2,1,1,4
IND42851,Nicholas Turner,18,Research Nurse,European,2,1,2,4
IND74794,Cynthia Hudson,76,Geologist I,American,2,0,2,3
IND55441,Paul Welch,18,Marketing Manager,European,1,2,1,1
IND97245,Jerry Fernandez,82,Budget/Accounting Analyst IV,Asian,2,2,1,1
IND80718,Jerry Hudson,61,VP Accounting,European,1,2,3,1
IND60540,Carl Reed,20,Community Outreach Specialist,European,2,0,1,2
IND84388,Louise Morrison,47,General Manager,Asian,1,2,1,3
IND73711,Frances Hunt,80,Health Coach IV,Asian,1,1,2,2
IND70721,Sara Mason,36,Administrative Assistant II,European,1,1,3,1
IND91832,Ernest Wood,67,Programmer Analyst IV,European,2,0,2,1
IND95921,Clarence Lawrence,80,Accounting Assistant III,American,1,2,1,3
IND94561,Jose Sanders,34,Developer I,European,1,2,2,4
IND38595,Jose West,32,Structural Analysis Engineer,European,1,3,3,1
IND31346,Timothy Fields,37,Account Executive,European,1,0,1,1
IND70209,Carlos Ryan,33,Sales Representative,Asian,1,0,3,1
IND27981,Jeffrey Ramirez,43,Engineer IV,European,1,2,1,4
IND79163,Sarah Gray,66,Recruiter,American,2,2,1,2
IND59205,Brian Owens,41,Web Designer II,Australian,2,2,3,1
IND84529,Angela Welch,67,Automation Specialist II,European,2,1,1,1
IND63017,Gregory Roberts,32,Web Designer IV,American,2,0,2,2
IND24293,Christine Black,61,Nuclear Power Engineer,American,1,3,2,4
IND94962,Amanda Davis,54,Automation Specialist III,Asian,2,2,1,3
IND35866,Chris Barnes,52,Human Resources Assistant II,American,1,0,1,1
IND55044,Charles Rose,24,Budget/Accounting Analyst I,Asian,1,2,1,1
IND94695,Ralph Burns,52,Office Assistant III,European,1,3,1,4
IND28537,Christine Mason,63,Human Resources Assistant III,Asian,1,3,1,1
IND85021,Judy Fuller,29,Account Coordinator,Asian,1,3,1,2
IND29986,Shawn Alvarez,25,Recruiting Manager,European,1,1,1,3
IND86878,Paul Porter,59,Sales Associate,European,1,3,1,1
IND60465,Catherine Bryant,28,Administrative Assistant IV,European,2,0,3,1
IND73125,Karen Black,56,Administrative Assistant I,European,2,3,1,4
IND98233,Elizabeth Adams,59,Software Consultant,American,1,2,3,4
IND68679,Patrick Lee,51,Research Assistant III,American,1,3,1,1
IND14562,Albert Duncan,63,Chemical Engineer,European,2,1,3,1
IND96926,Christopher Garcia,72,Marketing Manager,African,1,1,1,1
IND40602,Fred Woods,80,Accountant I,African,1,0,3,1
IND47214,Martin Lawson,65,Budget/Accounting Analyst I,Asian,1,2,3,1
IND71720,Jessica Austin,80,Staff Accountant II,European,2,0,1,4
IND56484,Nicole Scott,67,Web Designer II,American,1,0,1,4
IND53058,Earl Powell,46,Programmer Analyst I,Australian,1,0,3,1
IND95957,Karen Thomas,62,Dental Hygienist,European,1,2,2,2
IND38845,Ronald Gutierrez,80,Human Resources Manager,European,1,0,2,3
IND99278,Stephen Watson,42,Human Resources Assistant II,Asian,2,2,1,1
IND26586,Carlos Armstrong,71,Budget/Accounting Analyst I,Asian,2,1,1,4
IND66416,Brenda Jackson,80,VP Product Management,European,1,1,1,1
IND38924,Willie Shaw,39,Librarian,American,1,3,1,4
IND36717,Michelle Jenkins,75,Electrical Engineer,European,2,0,3,1
IND73287,Carlos Andrews,51,Structural Engineer,American,1,1,1,2
IND21305,Benjamin Pierce,59,Assistant Professor,European,2,2,1,1
IND86054,Lawrence Myers,22,Civil Engineer,European,2,2,3,2
IND94339,Ryan Brooks,45,Database Administrator II,American,2,0,3,3
IND24875,Anne Bennett,58,Automation Specialist I,Australian,2,3,1,1
IND77399,Steve Peterson,25,Web Developer IV,European,2,3,2,1
IND32150,Betty Butler,36,Developer I,European,2,1,1,1
IND22235,Billy Oliver,71,Junior Executive,European,1,3,2,3
IND89957,Diane Davis,68,Administrative Assistant I,European,2,3,2,4
IND95344,Martha Jenkins,23,Research Associate,American,1,3,1,1
IND60238,Katherine Reynolds,42,Safety Technician IV,European,1,2,1,3
IND63877,Jimmy Watson,69,Research Assistant III,European,2,3,2,3
IND46444,Todd Black,47,Media Manager II,European,2,1,3,1
IND90967,Carl Kim,57,Geological Engineer,African,2,1,2,4
IND62715,Deborah Moore,50,Director of Sales,Asian,2,2,1,1
IND22819,Edward Hicks,81,Editor,European,2,1,2,2
IND30005,Ronald Moreno,54,Human Resources Assistant I,African,2,2,1,1
IND56267,Phillip Green,53,Executive Secretary,European,2,3,1,3
IND90914,Scott Phillips,24,Biostatistician II,Asian,2,0,1,1
IND12887,Fred Armstrong,82,Pharmacist,Asian,1,3,2,1
IND32576,Laura Nguyen,22,Human Resources Assistant I,Asian,2,1,2,1
IND64632,Juan Howell,48,Electrical Engineer,Asian,1,3,2,2
IND39451,Albert Adams,84,Nurse,European,1,0,2,1
IND93338,Billy Fields,63,Software Test Engineer II,European,1,3,2,4
IND34903,Richard Price,31,Information Systems Manager,Asian,2,3,2,1
IND48107,Jeffrey Hughes,46,Safety Technician I,American,2,2,3,4
IND52066,Gary Griffin,30,Systems Administrator IV,American,1,3,1,4
IND13323,Gary Wheeler,75,Human Resources Assistant IV,European,1,3,1,4
IND73501,Eric Armstrong,52,Project Manager,American,2,1,2,1
IND33792,Larry Young,36,Social Worker,European,2,2,1,3
IND74791,William Mcdonald,60,Budget/Accounting Analyst I,European,2,2,2,1
IND27672,Antonio Henderson,79,Community Outreach Specialist,Asian,2,2,1,1
IND67115,Gerald Moore,52,Operator,European,2,2,3,2
IND52289,Sarah Burke,85,Teacher,European,1,0,1,3
IND43149,Earl Freeman,56,Account Executive,European,1,0,2,4
IND72913,Juan Austin,20,Structural Analysis Engineer,Asian,2,3,1,1
IND14852,Cynthia Snyder,46,Pharmacist,African,1,1,2,1
IND68011,Justin Lynch,50,Office Assistant II,Asian,1,1,1,1
IND91231,Joshua Warren,59,Project Manager,European,1,1,2,3
IND14605,Arthur Hanson,55,Technical Writer,Asian,1,1,1,3
IND41281,Judy Cruz,30,Office Assistant I,Australian,2,2,2,4
IND18810,Mary Price,53,Geologist III,American,1,3,2,1
IND82994,Gregory Jackson,71,Biostatistician III,European,1,2,1,1
IND91436,Antonio Ferguson,45,Software Consultant,Asian,2,2,1,1
IND26113,Phillip Mcdonald,66,Computer Systems Analyst IV,Asian,1,1,3,2
IND52376,Scott Hart,80,Safety Technician III,European,2,0,3,2
IND39963,Todd Torres,83,Senior Financial Analyst,American,2,2,1,1
IND69382,Barbara Rice,22,Programmer Analyst IV,Australian,1,2,2,1
IND42846,George Martinez,45,Geologist II,European,2,3,1,3
IND84870,Larry Ramirez,85,Staff Accountant I,American,2,3,1,4
IND66083,Doris Griffin,49,Project Manager,Australian,1,3,2,2
IND79353,Amy Mills,58,Biostatistician II,European,1,3,1,4
IND32172,Joyce Stevens,83,Librarian,American,1,0,1,3
IND81046,Earl Alexander,36,Structural Engineer,European,1,2,3,3
IND32055,David Little,18,Quality Engineer,Australian,1,1,3,2
IND77434,Mary Lawrence,80,Senior Developer,Australian,2,1,1,2
IND21979,John Snyder,39,Account Coordinator,American,1,1,2,1
IND93882,Mark Long,51,Senior Editor,European,1,3,3,2
IND68640,Steve Kennedy,73,Accounting Assistant IV,African,2,0,3,4
IND26629,Joe Gordon,51,Geological Engineer,Australian,2,1,1,1
IND19405,Earl Ortiz,84,Paralegal,Asian,2,3,3,1
IND63706,Charles Hicks,64,Accountant II,American,1,1,3,3
IND32364,Cynthia Jones,83,Human Resources Assistant IV,European,2,1,1,1
IND13011,Aaron Turner,20,Assistant Manager,Asian,2,3,1,4
IND99653,Phillip Fox,51,Web Developer IV,European,2,1,2,4
IND76462,Gloria Carpenter,70,Environmental Tech,American,1,1,2,1
IND42541,Carlos Cook,24,Budget/Accounting Analyst II,Asian,1,2,1,4
IND33915,Jack Willis,69,Dental Hygienist,American,1,2,2,3
IND79409,Timothy Hunter,34,Software Engineer III,Asian,1,1,1,1
IND31656,Anna Murray,26,Help Desk Technician,Australian,1,0,2,4
IND78167,Katherine Howell,38,Paralegal,Asian,1,2,1,4
IND70365,Billy Wagner,49,Programmer Analyst IV,European,2,0,3,3
IND86656,Albert Fox,49,Software Engineer IV,European,1,0,2,1
IND31800,Alan Cunningham,65,Administrative Assistant II,American,2,1,3,1
IND33945,Craig Hudson,30,Account Coordinator,Asian,1,2,1,3
IND93906,Patricia Carr,40,Research Assistant IV,European,2,3,2,1
IND15455,Juan Perez,50,Accountant III,European,2,2,2,4
IND94086,Matthew Ross,18,Office Assistant I,European,1,0,2,3
IND60533,Paul Simmons,42,Engineer III,African,1,1,2,1
IND95299,Brandon Nelson,62,Software Engineer IV,European,1,2,1,4
IND52037,Joe Harper,34,Computer Systems Analyst II,American,1,1,1,1
IND58836,Samuel Anderson,73,Health Coach IV,European,1,1,2,3
IND52119,Margaret Sullivan,18,Environmental Tech,Asian,1,3,1,3
IND47625,Randy Harvey,80,Structural Analysis Engineer,Asian,2,0,1,1
IND85850,Eric Thompson,24,Community Outreach Specialist,European,2,2,1,3
IND44531,Douglas Gomez,59,Geologist I,European,1,2,3,4
IND30404,Samuel Peterson,73,Web Developer II,Asian,2,3,1,4
IND66163,Willie Lopez,27,Staff Accountant I,European,2,1,1,3
IND17019,Keith Fuller,70,Registered Nurse,European,1,3,1,4
IND50174,Frank Howell,69,Marketing Manager,European,1,3,2,1
IND25709,Patrick Perez,23,Account Coordinator,European,1,3,2,1
IND65408,Eugene Allen,49,Systems Administrator II,Australian,2,1,1,1
IND85664,Anne Mason,65,Programmer II,African,2,3,3,3
IND16777,Brandon Andrews,57,Office Assistant II,European,2,3,2,2
IND67420,Sean Thompson,27,Food Chemist,American,2,2,1,1
IND50127,Amanda Burke,83,Recruiter,European,2,3,3,1
IND86179,Gary Howard,48,Research Assistant I,Asian,2,2,1,1
IND85625,Alan Cook,76,Community Outreach Specialist,American,1,3,1,4
IND21371,Timothy Larson,85,Project Manager,Australian,1,0,3,4
IND78463,Linda Fisher,66,Geologist III,European,1,2,1,4
IND90097,Douglas Russell,57,Tax Accountant,American,2,0,1,2
IND91317,Marilyn Campbell,51,Media Manager III,Asian,1,0,1,1
IND61281,Kenneth Kelley,28,Systems Administrator II,Asian,1,2,3,1
IND72001,Justin Ryan,28,Help Desk Operator,European,2,3,2,2
IND53908,Stephen Perry,59,Statistician IV,American,1,0,1,4
IND38662,Wayne Fields,54,Environmental Specialist,Australian,1,2,3,1
IND25143,Thomas Burton,78,Health Coach I,American,1,1,3,4
IND84955,Roger Hamilton,62,Human Resources Assistant IV,European,2,0,3,1
IND60929,Fred Lynch,36,Programmer IV,Asian,2,2,2,3
IND76718,Ronald Watson,38,Web Developer III,European,2,0,1,4
IND17839,Larry Gibson,52,Programmer Analyst III,Australian,1,0,1,3
IND70507,Kathleen Carpenter,38,Media Manager I,Asian,1,1,1,1
IND60309,Charles Martin,23,Computer Systems Analyst II,European,2,0,3,1
IND57420,Ronald Duncan,78,Mechanical Systems Engineer,American,2,2,2,1
IND73620,Robert Stewart,20,Information Systems Manager,American,2,2,1,1
IND18821,Kenneth Garcia,21,Software Test Engineer I,European,2,0,1,1
IND65162,Keith Hansen,18,Speech Pathologist,European,1,3,1,3
IND78069,Daniel Fields,75,Project Manager,Asian,1,3,1,4
IND15365,Andrew Diaz,28,General Manager,American,2,1,1,3
IND29462,Ruby Willis,85,Health Coach III,European,2,0,1,4
IND22756,Rose Howard,59,Office Assistant III,European,2,1,2,3
IND83694,Pamela Carpenter,26,Accounting Assistant III,American,1,3,1,4
IND35322,Teresa Lawson,36,Database Administrator I,American,1,2,2,4
IND55869,Terry Flores,81,Environmental Tech,European,1,0,1,1
IND56377,Brian Robinson,31,Statistician I,European,2,2,2,1
IND15988,Rebecca Harvey,41,VP Accounting,European,2,3,1,2
IND73374,Rose Howell,81,Human Resources Assistant IV,European,2,2,2,1
IND21502,Tina Young,36,Budget/Accounting Analyst I,Asian,2,3,3,4
IND29427,Katherine Hudson,45,Systems Administrator II,Australian,2,0,3,4
IND71580,Kathy Gilbert,27,Media Manager III,European,1,2,2,4
IND91691,Eric Thompson,50,Account Coordinator,Asian,1,0,1,2
IND45315,Marilyn Rivera,22,Programmer Analyst III,European,2,0,2,4
IND93375,Harry Medina,83,Financial Advisor,American,1,2,3,4
IND20160,Betty Bennett,83,Statistician III,European,2,0,2,4
IND21443,Carlos Lopez,82,Quality Engineer,European,2,1,3,1
IND76903,Aaron Hawkins,38,Cost Accountant,American,2,1,3,3
IND33223,Judy Burton,62,Quality Control Specialist,American,1,0,2,1
IND31198,Scott Lawrence,81,Systems Administrator IV,Australian,1,0,1,1
IND81185,Terry Gibson,27,Database Administrator III,European,1,2,2,3
IND78244,Gerald Bowman,55,Web Developer I,American,2,0,1,1
IND34087,Annie Lee,61,Database Administrator II,European,1,3,2,4
IND35800,Cynthia Rogers,28,Quality Engineer,Australian,1,3,1,3
IND67659,Michael Owens,27,Administrative Officer,European,1,1,2,1
IND52398,Cynthia Jones,66,Analyst Programmer,Asian,2,1,1,1
IND70396,Ralph Harvey,82,Project Manager,American,2,3,1,1
IND72422,Roy Hernandez,26,Project Manager,European,1,1,1,1
IND67727,Steve Woods,74,Marketing Assistant,American,1,3,1,1
IND94062,Kelly Richards,29,Media Manager IV,Asian,2,2,1,4
IND16568,Peter Adams,34,Tax Accountant,Asian,1,3,3,1
IND42280,Aaron Jordan,43,Statistician III,Asian,2,3,1,3
IND55262,Willie Sullivan,74,Sales Representative,Asian,2,0,1,3
IND24725,Antonio Owens,24,Compensation Analyst,American,1,0,1,1
IND41923,Ronald Reynolds,76,Software Test Engineer III,Asian,1,3,2,2
IND98787,Roy George,53,Human Resources Assistant II,European,1,0,1,1
IND34623,Joyce Sanders,63,Cost Accountant,Australian,2,0,1,1
IND99131,Brenda Wright,19,Accounting Assistant I,Asian,2,1,1,2
IND65458,Jesse Matthews,19,Geologist II,European,1,3,1,1
IND96867,Keith Mason,45,Budget/Accounting Analyst II,European,2,0,1,1
IND31097,Michael Carroll,25,Research Assistant IV,Asian,1,3,3,4
IND71984,Ruby Stewart,63,Senior Editor,Asian,1,3,2,1
IND19583,Fred Reyes,46,Web Designer I,American,1,1,1,3
IND26127,Jacqueline Hill,56,Statistician III,American,1,1,1,1
IND15735,Bobby Lee,77,Desktop Support Technician,Asian,1,3,2,1
IND35589,Judy Lawrence,85,Media Manager III,European,2,1,1,1
IND48252,Edward Fowler,81,Assistant Media Planner,Asian,2,2,1,3
IND28622,Ryan Smith,81,Editor,European,2,0,1,4
IND26976,Nicholas Rodriguez,47,Web Developer II,European,1,2,2,3
IND55010,Judith Dixon,56,Automation Specialist IV,European,1,0,3,3
IND27334,Joyce Castillo,60,Systems Administrator II,European,2,3,2,4
IND88663,Juan Ramirez,72,Computer Systems Analyst I,American,2,1,1,1
IND51758,Howard White,34,Nurse Practicioner,American,2,0,3,3
IND87441,Harry Thomas,28,Teacher,American,1,1,1,1
IND68843,Johnny Bennett,22,Recruiting Manager,Asian,2,1,2,2
IND94313,Gloria Gibson,18,Web Designer IV,Asian,1,3,2,4
IND15955,Victor Williams,21,Research Assistant IV,African,2,1,1,1
IND98364,Amy White,52,Statistician II,European,2,2,1,3
IND85031,Philip Nelson,77,Social Worker,African,2,1,1,1
IND95645,Anne Johnson,47,VP Marketing,European,1,1,2,4
IND59038,Phillip Long,62,Paralegal,African,1,1,2,1
IND24649,Lisa Phillips,46,Analyst Programmer,American,2,1,1,1
IND73983,Jack Richardson,39,Statistician II,Asian,1,1,2,4
IND60147,Joe Carroll,61,Paralegal,Asian,1,0,1,4
IND43511,Diana Wilson,59,Research Assistant II,American,1,0,1,3
IND21887,Ruby Butler,28,VP Marketing,American,1,0,3,3
IND77252,George Alexander,55,Associate Professor,European,1,1,3,1
IND87256,Kelly Burton,75,Mechanical Systems Engineer,American,1,2,3,4
IND48208,Jerry Mitchell,54,Occupational Therapist,American,1,2,1,1
IND33951,Lori Lopez,82,Systems Administrator IV,European,2,3,1,1
IND71913,Steve Hill,66,Engineer II,American,1,3,1,4
IND32579,Larry Arnold,28,Account Representative III,European,1,3,1,2
IND96364,Patricia George,49,Geologist IV,Asian,1,0,3,1
IND84055,Roger Mitchell,71,Accountant II,Australian,1,1,1,1
IND59380,Sharon Wilson,53,Staff Accountant III,Australian,1,3,2,1
IND28522,Raymond Mccoy,17,Senior Financial Analyst,Asian,1,2,1,1
IND80461,Sarah Andrews,48,Budget/Accounting Analyst II,Asian,2,2,1,1
IND62950,Alan Wallace,60,Systems Administrator IV,European,1,0,3,2
IND88639,Anthony Oliver,17,Human Resources Assistant III,African,2,2,1,1
IND64775,Jonathan Medina,73,Human Resources Manager,Asian,2,0,1,1
IND58749,John Moreno,46,Compensation Analyst,American,1,0,1,4
IND63712,Joshua Gray,58,Nurse,European,2,3,1,2
IND38974,Daniel Garcia,55,Biostatistician I,European,2,2,2,2
IND27949,Robin Watkins,20,Database Administrator III,Asian,1,2,1,1
IND48913,Philip Jackson,49,Social Worker,European,2,2,2,1
IND38755,Patrick Sullivan,62,VP Marketing,African,2,3,1,1
IND36748,Thomas Gomez,26,Nurse,European,2,3,1,1
IND25425,Harold Matthews,35,Research Associate,American,2,1,3,1
IND18504,Stephen Kim,21,Data Coordiator,Asian,1,1,2,4
IND90888,Michael Reed,41,VP Accounting,African,1,0,2,3
IND19493,Sharon Lee,78,Web Developer III,European,1,3,1,1
IND31435,Juan Torres,67,Assistant Manager,Asian,1,2,2,4
IND72147,Helen Harrison,72,Assistant Manager,Asian,2,1,3,3
IND86610,Emily Arnold,84,Budget/Accounting Analyst I,European,2,0,1,1
IND21504,Margaret Romero,70,Developer II,American,1,3,1,1
IND79743,Harry Fields,18,Account Representative II,American,1,0,3,1
IND48435,Kimberly Ortiz,35,Internal Auditor,African,2,2,1,4
IND78342,Roy Stewart,73,Sales Associate,Asian,2,1,1,3
IND44023,Amy Hawkins,67,Software Engineer III,American,1,0,1,3
IND40901,Gary Mccoy,85,Accountant IV,Australian,1,0,2,3
IND13219,Jeffrey Carroll,29,Accountant II,Australian,2,1,3,3
IND48902,Anthony Morris,72,Speech Pathologist,African,2,1,1,3
IND34748,Anthony Berry,71,Staff Accountant I,European,1,2,1,1
IND33562,Mark Vasquez,17,Developer I,American,1,3,2,4
IND75139,Sean Robinson,71,Systems Administrator II,American,2,0,1,1
IND27653,Terry Harrison,36,Graphic Designer,European,1,1,1,1
IND64098,Bobby Adams,66,Physical Therapy Assistant,European,1,1,3,1
IND70565,Craig Hansen,42,Research Assistant II,European,2,1,2,3
IND48103,Pamela Simmons,50,Budget/Accounting Analyst IV,European,2,2,2,1
IND53609,Ralph Johnston,25,Automation Specialist III,Australian,2,3,1,4
IND86089,Tammy Harrison,66,Web Designer IV,European,1,1,1,2
IND76695,Michelle Stephens,19,Junior Executive,European,2,3,1,4
IND97632,Karen Simpson,65,Accountant III,European,2,2,1,1
IND72949,Robert Harrison,20,Automation Specialist IV,European,2,1,3,3
IND70877,Antonio Weaver,49,Accounting Assistant III,Asian,2,3,3,4
IND15767,Nicholas Vasquez,56,Programmer Analyst III,American,2,0,3,4
IND97246,Eugene Sanchez,23,Media Manager IV,Asian,1,0,1,4
IND33304,Rebecca Burke,29,Programmer I,American,2,3,2,1
IND71718,Matthew Wheeler,41,Civil Engineer,Asian,2,2,1,1
IND39571,Walter Andrews,38,Financial Analyst,Asian,1,2,1,4
IND56175,Rose Holmes,78,Human Resources Assistant II,European,1,1,3,3
IND87362,Philip Little,79,Analog Circuit Design manager,Asian,2,0,1,1
IND51423,Sarah Schmidt,18,Software Engineer I,European,2,3,1,3
